District,Crime,Period,Year,Month,Count,Region,State,Population,Count_Per_100
JOONDALUP DISTRICT,Assault (Family),2007-05-01,2007,May,35,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.009482165401474884
KIMBERLEY DISTRICT,Assault (Family),2007-05-01,2007,May,33,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.09403852729966944
KIMBERLEY DISTRICT,Assault (Family),2007-05-01,2007,May,45,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.12823435540864014
MANDURAH DISTRICT,Assault (Family),2007-05-01,2007,May,13,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.004484011051362622
MANDURAH DISTRICT,Assault (Family),2007-05-01,2007,May,48,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.01655634849733891
MID WEST-GASCOYNE DISTRICT,Assault (Family),2007-05-01,2007,May,11,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.018103717845328417
MID WEST-GASCOYNE DISTRICT,Assault (Family),2007-05-01,2007,May,16,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.02633268050229588
MIDLAND DISTRICT,Assault (Family),2007-05-01,2007,May,14,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.005579867836844664
MIDLAND DISTRICT,Assault (Family),2007-05-01,2007,May,50,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.019928099417302374
MIRRABOOKA DISTRICT,Assault (Family),2007-05-01,2007,May,5,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.001691177465398509
MIRRABOOKA DISTRICT,Assault (Family),2007-05-01,2007,May,42,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.014205890709347475
PERTH DISTRICT,Assault (Family),2007-05-01,2007,May,3,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.0021570784529433337
PERTH DISTRICT,Assault (Family),2007-05-01,2007,May,13,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.009347339962754445
PILBARA DISTRICT,Assault (Family),2007-05-01,2007,May,19,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.03447087211306446
PILBARA DISTRICT,Assault (Family),2007-05-01,2007,May,25,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.045356410675084814
SOUTH WEST DISTRICT,Assault (Family),2007-05-01,2007,May,11,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.005827999830458187
SOUTH WEST DISTRICT,Assault (Family),2007-05-01,2007,May,31,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.01642436315856398
WHEATBELT DISTRICT,Assault (Family),2007-05-01,2007,May,5,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.008938627384378854
WHEATBELT DISTRICT,Assault (Family),2007-05-01,2007,May,12,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.021452705722509253
ARMADALE DISTRICT,Assault (Family),2007-06-01,2007,June,14,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.005639907988929666
ARMADALE DISTRICT,Assault (Family),2007-06-01,2007,June,28,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.011279815977859332
CANNINGTON DISTRICT,Assault (Family),2007-06-01,2007,June,9,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.004120671577896718
CANNINGTON DISTRICT,Assault (Family),2007-06-01,2007,June,38,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.01739839110667503
FREMANTLE DISTRICT,Assault (Family),2007-06-01,2007,June,17,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.006069282646492848
FREMANTLE DISTRICT,Assault (Family),2007-06-01,2007,June,26,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.009282432282871414
GOLDFIELDS-ESPERANCE DISTRICT,Assault (Family),2007-06-01,2007,June,23,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.04365568947518269
GOLDFIELDS-ESPERANCE DISTRICT,Assault (Family),2007-06-01,2007,June,28,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.053146056752396316
GREAT SOUTHERN DISTRICT,Assault (Family),2007-06-01,2007,June,4,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.004800192007680308
GREAT SOUTHERN DISTRICT,Assault (Family),2007-06-01,2007,June,9,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.010800432017280691
JOONDALUP DISTRICT,Assault (Family),2007-06-01,2007,June,4,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.0010836760458828437
JOONDALUP DISTRICT,Assault (Family),2007-06-01,2007,June,43,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.011649517493240572
KIMBERLEY DISTRICT,Assault (Family),2007-06-01,2007,June,28,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.0797902655875983
KIMBERLEY DISTRICT,Assault (Family),2007-06-01,2007,June,27,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.07694061324518409
MANDURAH DISTRICT,Assault (Family),2007-06-01,2007,June,13,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.004484011051362622
MANDURAH DISTRICT,Assault (Family),2007-06-01,2007,June,50,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.0172461963513947
MID WEST-GASCOYNE DISTRICT,Assault (Family),2007-06-01,2007,June,8,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.01316634025114794
MID WEST-GASCOYNE DISTRICT,Assault (Family),2007-06-01,2007,June,15,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.024686887970902387
MIDLAND DISTRICT,Assault (Family),2007-06-01,2007,June,7,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.002789933918422332
MIDLAND DISTRICT,Assault (Family),2007-06-01,2007,June,40,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.0159424795338419
MIRRABOOKA DISTRICT,Assault (Family),2007-06-01,2007,June,17,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.005750003382354931
MIRRABOOKA DISTRICT,Assault (Family),2007-06-01,2007,June,45,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.015220597188586581
PERTH DISTRICT,Assault (Family),2007-06-01,2007,June,1,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.0007190261509811112
PERTH DISTRICT,Assault (Family),2007-06-01,2007,June,20,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.014380523019622223
PILBARA DISTRICT,Assault (Family),2007-06-01,2007,June,19,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.03447087211306446
PILBARA DISTRICT,Assault (Family),2007-06-01,2007,June,16,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.02902810283205428
SOUTH WEST DISTRICT,Assault (Family),2007-06-01,2007,June,3,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.001589454499215869
SOUTH WEST DISTRICT,Assault (Family),2007-06-01,2007,June,13,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.006887636163268766
WHEATBELT DISTRICT,Assault (Family),2007-06-01,2007,June,2,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.0035754509537515417
WHEATBELT DISTRICT,Assault (Family),2007-06-01,2007,June,8,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.014301803815006167
ARMADALE DISTRICT,Assault (Family),2007-07-01,2007,July,13,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.005237057418291833
