District,Crime,Period,Year,Month,Count,State,Region,Population,Count_Per_100
CANNINGTON DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,218411.0,0.0
CANNINGTON DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,218411.0,0.0
CANNINGTON DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,218411.0,0.0
CANNINGTON DISTRICT,Stealing,2007-02-01,2007,February,4,WESTERN AUSTRALIA,METROPOLITAN REGION,218411.0,0.0018314095901763188
CANNINGTON DISTRICT,Stealing,2007-02-01,2007,February,723,WESTERN AUSTRALIA,METROPOLITAN REGION,218411.0,0.33102728342436966
FREMANTLE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,280099.0,0.0
FREMANTLE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,280099.0,0.0
FREMANTLE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,280099.0,0.0
FREMANTLE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,280099.0,0.0
FREMANTLE DISTRICT,Stealing,2007-02-01,2007,February,2,WESTERN AUSTRALIA,METROPOLITAN REGION,280099.0,0.0007140332525285703
FREMANTLE DISTRICT,Stealing,2007-02-01,2007,February,780,WESTERN AUSTRALIA,METROPOLITAN REGION,280099.0,0.27847296848614245
GOLDFIELDS-ESPERANCE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,52685.0,0.0
GOLDFIELDS-ESPERANCE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,52685.0,0.0
GOLDFIELDS-ESPERANCE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,52685.0,0.0
GOLDFIELDS-ESPERANCE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,52685.0,0.0
GOLDFIELDS-ESPERANCE DISTRICT,Stealing,2007-02-01,2007,February,4,WESTERN AUSTRALIA,REGIONAL WA REGION,52685.0,0.007592293821770902
GOLDFIELDS-ESPERANCE DISTRICT,Stealing,2007-02-01,2007,February,172,WESTERN AUSTRALIA,REGIONAL WA REGION,52685.0,0.3264686343361488
GREAT SOUTHERN DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,83330.0,0.0
GREAT SOUTHERN DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,83330.0,0.0
GREAT SOUTHERN DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,83330.0,0.0
GREAT SOUTHERN DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,83330.0,0.0
GREAT SOUTHERN DISTRICT,Stealing,2007-02-01,2007,February,1,WESTERN AUSTRALIA,REGIONAL WA REGION,83330.0,0.001200048001920077
GREAT SOUTHERN DISTRICT,Stealing,2007-02-01,2007,February,124,WESTERN AUSTRALIA,REGIONAL WA REGION,83330.0,0.14880595223808954
JOONDALUP DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,369114.0,0.0
JOONDALUP DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,369114.0,0.0
JOONDALUP DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,369114.0,0.0
JOONDALUP DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,369114.0,0.0
JOONDALUP DISTRICT,Stealing,2007-02-01,2007,February,1,WESTERN AUSTRALIA,METROPOLITAN REGION,369114.0,0.00027091901147071094
JOONDALUP DISTRICT,Stealing,2007-02-01,2007,February,541,WESTERN AUSTRALIA,METROPOLITAN REGION,369114.0,0.14656718520565462
KIMBERLEY DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,35092.0,0.0
KIMBERLEY DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,35092.0,0.0
KIMBERLEY DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,35092.0,0.0
KIMBERLEY DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,35092.0,0.0
KIMBERLEY DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,35092.0,0.0
KIMBERLEY DISTRICT,Stealing,2007-02-01,2007,February,118,WESTERN AUSTRALIA,REGIONAL WA REGION,35092.0,0.33625897640487856
MANDURAH DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,289919.0,0.0
MANDURAH DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,289919.0,0.0
MANDURAH DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,289919.0,0.0
MANDURAH DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,289919.0,0.0
MANDURAH DISTRICT,Stealing,2007-02-01,2007,February,1,WESTERN AUSTRALIA,METROPOLITAN REGION,289919.0,0.000344923927027894
MANDURAH DISTRICT,Stealing,2007-02-01,2007,February,530,WESTERN AUSTRALIA,METROPOLITAN REGION,289919.0,0.1828096813247838
MID WEST-GASCOYNE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,60761.0,0.0
MID WEST-GASCOYNE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,60761.0,0.0
MID WEST-GASCOYNE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,60761.0,0.0
MID WEST-GASCOYNE DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,60761.0,0.0
MID WEST-GASCOYNE DISTRICT,Stealing,2007-02-01,2007,February,2,WESTERN AUSTRALIA,REGIONAL WA REGION,60761.0,0.003291585062786985
MID WEST-GASCOYNE DISTRICT,Stealing,2007-02-01,2007,February,178,WESTERN AUSTRALIA,REGIONAL WA REGION,60761.0,0.29295107058804165
MIDLAND DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,250902.0,0.0
MIDLAND DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,250902.0,0.0
MIDLAND DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,250902.0,0.0
MIDLAND DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,250902.0,0.0
MIDLAND DISTRICT,Stealing,2007-02-01,2007,February,4,WESTERN AUSTRALIA,METROPOLITAN REGION,250902.0,0.0015942479533841898
MIDLAND DISTRICT,Stealing,2007-02-01,2007,February,431,WESTERN AUSTRALIA,METROPOLITAN REGION,250902.0,0.17178021697714646
MIRRABOOKA DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,295652.0,0.0
MIRRABOOKA DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,295652.0,0.0
MIRRABOOKA DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,295652.0,0.0
MIRRABOOKA DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,295652.0,0.0
MIRRABOOKA DISTRICT,Stealing,2007-02-01,2007,February,8,WESTERN AUSTRALIA,METROPOLITAN REGION,295652.0,0.0027058839446376143
MIRRABOOKA DISTRICT,Stealing,2007-02-01,2007,February,664,WESTERN AUSTRALIA,METROPOLITAN REGION,295652.0,0.224588367404922
PERTH DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,139077.0,0.0
PERTH DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,139077.0,0.0
PERTH DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,139077.0,0.0
PERTH DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,METROPOLITAN REGION,139077.0,0.0
PERTH DISTRICT,Stealing,2007-02-01,2007,February,8,WESTERN AUSTRALIA,METROPOLITAN REGION,139077.0,0.0057522092078488895
PERTH DISTRICT,Stealing,2007-02-01,2007,February,745,WESTERN AUSTRALIA,METROPOLITAN REGION,139077.0,0.5356744824809279
PILBARA DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55119.0,0.0
PILBARA DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55119.0,0.0
PILBARA DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55119.0,0.0
PILBARA DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55119.0,0.0
PILBARA DISTRICT,Stealing,2007-02-01,2007,February,3,WESTERN AUSTRALIA,REGIONAL WA REGION,55119.0,0.005442769281010177
