District,Crime,Period,Year,Month,Count,Region,State,Population,Count_Per_100
GOLDFIELDS-ESPERANCE DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.0
GOLDFIELDS-ESPERANCE DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.0
GOLDFIELDS-ESPERANCE DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,2,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.003796146910885451
GREAT SOUTHERN DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,1,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.001200048001920077
GREAT SOUTHERN DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.0
GREAT SOUTHERN DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,13,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.015600624024960999
JOONDALUP DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,1,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.00027091901147071094
JOONDALUP DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.0
JOONDALUP DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,32,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.00866940836706275
KIMBERLEY DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,3,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.008548957027242676
KIMBERLEY DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.0
KIMBERLEY DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,25,REGIONAL WA REGION,WESTERN AUSTRALIA,35092.0,0.07124130856035564
MANDURAH DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.0
MANDURAH DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.0
MANDURAH DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,18,METROPOLITAN REGION,WESTERN AUSTRALIA,289919.0,0.006208630686502092
MID WEST-GASCOYNE DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.0
MID WEST-GASCOYNE DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.0
MID WEST-GASCOYNE DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,7,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.011520547719754448
MIDLAND DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.0
MIDLAND DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.0
MIDLAND DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,21,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.008369801755266996
