District,Crime,Period,Year,Month,Count,Region,State,Population,Count_Per_100
SOUTH WEST DISTRICT,Arson,2007-04-01,2007,April,1,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.0005298181664052897
SOUTH WEST DISTRICT,Arson,2007-04-01,2007,April,0,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.0
WHEATBELT DISTRICT,Arson,2007-04-01,2007,April,5,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.008938627384378854
WHEATBELT DISTRICT,Arson,2007-04-01,2007,April,1,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.0017877254768757709
WHEATBELT DISTRICT,Arson,2007-04-01,2007,April,0,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.0
ARMADALE DISTRICT,Arson,2007-05-01,2007,May,6,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.002417103423827
ARMADALE DISTRICT,Arson,2007-05-01,2007,May,0,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.0
ARMADALE DISTRICT,Arson,2007-05-01,2007,May,0,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.0
CANNINGTON DISTRICT,Arson,2007-05-01,2007,May,5,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.0022892619877203984
CANNINGTON DISTRICT,Arson,2007-05-01,2007,May,0,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.0
CANNINGTON DISTRICT,Arson,2007-05-01,2007,May,0,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.0
FREMANTLE DISTRICT,Arson,2007-05-01,2007,May,8,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.0028561330101142812
FREMANTLE DISTRICT,Arson,2007-05-01,2007,May,2,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.0007140332525285703
FREMANTLE DISTRICT,Arson,2007-05-01,2007,May,0,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.0
GOLDFIELDS-ESPERANCE DISTRICT,Arson,2007-05-01,2007,May,5,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.009490367277213628
GOLDFIELDS-ESPERANCE DISTRICT,Arson,2007-05-01,2007,May,0,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.0
GOLDFIELDS-ESPERANCE DISTRICT,Arson,2007-05-01,2007,May,0,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.0
GREAT SOUTHERN DISTRICT,Arson,2007-05-01,2007,May,2,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.002400096003840154
GREAT SOUTHERN DISTRICT,Arson,2007-05-01,2007,May,1,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.001200048001920077
