District,Crime,Period,Year,Month,Count,Region,State,Population,Count_Per_100
MID WEST-GASCOYNE DISTRICT,Drug Offences,2007-02-01,2007,February,4,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.00658317012557397
MID WEST-GASCOYNE DISTRICT,Drug Offences,2007-02-01,2007,February,2,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.003291585062786985
MID WEST-GASCOYNE DISTRICT,Drug Offences,2007-02-01,2007,February,17,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.02797847303368937
MID WEST-GASCOYNE DISTRICT,Drug Offences,2007-02-01,2007,February,9,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.014812132782541433
MID WEST-GASCOYNE DISTRICT,Drug Offences,2007-02-01,2007,February,0,REGIONAL WA REGION,WESTERN AUSTRALIA,60761.0,0.0
MIDLAND DISTRICT,Drug Offences,2007-02-01,2007,February,14,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.005579867836844664
MIDLAND DISTRICT,Drug Offences,2007-02-01,2007,February,6,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.002391371930076285
MIDLAND DISTRICT,Drug Offences,2007-02-01,2007,February,72,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.02869646316091542
MIDLAND DISTRICT,Drug Offences,2007-02-01,2007,February,26,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.010362611696997233
MIDLAND DISTRICT,Drug Offences,2007-02-01,2007,February,1,METROPOLITAN REGION,WESTERN AUSTRALIA,250902.0,0.00039856198834604744
MIRRABOOKA DISTRICT,Drug Offences,2007-02-01,2007,February,9,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.0030441194377173165
MIRRABOOKA DISTRICT,Drug Offences,2007-02-01,2007,February,5,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.001691177465398509
MIRRABOOKA DISTRICT,Drug Offences,2007-02-01,2007,February,65,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.02198530705018062
MIRRABOOKA DISTRICT,Drug Offences,2007-02-01,2007,February,49,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.016573539160905388
MIRRABOOKA DISTRICT,Drug Offences,2007-02-01,2007,February,0,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.0
PERTH DISTRICT,Drug Offences,2007-02-01,2007,February,15,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.010785392264716668
PERTH DISTRICT,Drug Offences,2007-02-01,2007,February,2,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.0014380523019622224
PERTH DISTRICT,Drug Offences,2007-02-01,2007,February,102,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.07334066740007335
PERTH DISTRICT,Drug Offences,2007-02-01,2007,February,34,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.02444688913335778
PERTH DISTRICT,Drug Offences,2007-02-01,2007,February,0,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.0
PILBARA DISTRICT,Drug Offences,2007-02-01,2007,February,4,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.00725702570801357
PILBARA DISTRICT,Drug Offences,2007-02-01,2007,February,0,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.0
PILBARA DISTRICT,Drug Offences,2007-02-01,2007,February,10,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.018142564270033926
PILBARA DISTRICT,Drug Offences,2007-02-01,2007,February,6,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.010885538562020354
PILBARA DISTRICT,Drug Offences,2007-02-01,2007,February,0,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.0
SOUTH WEST DISTRICT,Drug Offences,2007-02-01,2007,February,3,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.001589454499215869
SOUTH WEST DISTRICT,Drug Offences,2007-02-01,2007,February,17,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.009006908828889925
SOUTH WEST DISTRICT,Drug Offences,2007-02-01,2007,February,32,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.01695418132496927
SOUTH WEST DISTRICT,Drug Offences,2007-02-01,2007,February,21,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.011126181494511084
